--------------------------------------------------------------------------------
Datum und Uhrzeit: 2023-06-26 21:25:52
Passwortalter, Datum der letzten Anmeldung und Anzahl der Logins für jeden Benutzer:


Benutzername         Passwortalter                               Letzte Anmeldung    Anzahl der Logins
------------         -------------                               ----------------    -----------------
aagas_rasu           1 Tage, 10 Stunden, 46 Minuten, 0 Sekunden  26.06.2023 17:37:27                 6
mirko_micelli        1 Tage, 10 Stunden, 48 Minuten, 7 Sekunden                                      0
mischa_aeschlimann   1 Tage, 10 Stunden, 45 Minuten, 8 Sekunden                                      0
mischa_nyffenegger   1 Tage, 10 Stunden, 45 Minuten, 12 Sekunden                                     0
mischa_rambow        1 Tage, 10 Stunden, 47 Minuten, 8 Sekunden                                      0
mischa_schuepbach    1 Tage, 10 Stunden, 46 Minuten, 59 Sekunden                                     0
mogos_daniel         1 Tage, 10 Stunden, 44 Minuten, 45 Sekunden                                     0
mohammad_abdulsammad 1 Tage, 10 Stunden, 45 Minuten, 40 Sekunden                                     0
mohammad_rahimi      1 Tage, 10 Stunden, 45 Minuten, 35 Sekunden                                     0
monika_kordoska      1 Tage, 10 Stunden, 44 Minuten, 42 Sekunden                                     0
montree_thipprasoet  1 Tage, 10 Stunden, 45 Minuten, 56 Sekunden                                     0
moritz_eberhard      1 Tage, 10 Stunden, 45 Minuten, 51 Sekunden                                     0
morteza_sultani      1 Tage, 10 Stunden, 44 Minuten, 51 Sekunden                                     0
mouhamed_yussef      1 Tage, 10 Stunden, 45 Minuten, 55 Sekunden                                     0
muhamed_beciri       1 Tage, 10 Stunden, 45 Minuten, 27 Sekunden                                     0
muhaser_dalipi       1 Tage, 10 Stunden, 45 Minuten, 46 Sekunden                                     0
muslim_dawlatzada    1 Tage, 10 Stunden, 45 Minuten, 39 Sekunden                                     0
mustafa_ahmadi       1 Tage, 10 Stunden, 44 Minuten, 36 Sekunden                                     0
mustafamert_oeztuerk 1 Tage, 10 Stunden, 44 Minuten, 53 Sekunden                                     0
mustafe_mahdicise    1 Tage, 10 Stunden, 45 Minuten, 20 Sekunden                                     0
mustapha_elsakakini  1 Tage, 10 Stunden, 47 Minuten, 42 Sekunden                                     0
muzit_yakob          1 Tage, 10 Stunden, 45 Minuten, 45 Sekunden                                     0
nadia_keusch         1 Tage, 10 Stunden, 46 Minuten, 32 Sekunden                                     0
nadine_oesch         1 Tage, 10 Stunden, 46 Minuten, 4 Sekunden                                      0
nahom_tsegay         1 Tage, 10 Stunden, 45 Minuten, 47 Sekunden                                     0
naim_ferati          1 Tage, 10 Stunden, 46 Minuten, 29 Sekunden                                     0
najalis_steinmann    1 Tage, 10 Stunden, 48 Minuten, 0 Sekunden                                      0
naomi_mouzinho       1 Tage, 10 Stunden, 44 Minuten, 36 Sekunden                                     0
nares_ravishangar    1 Tage, 10 Stunden, 47 Minuten, 8 Sekunden                                      0
narthana_dasan       1 Tage, 10 Stunden, 47 Minuten, 44 Sekunden                                     0
nasir_isa            1 Tage, 10 Stunden, 44 Minuten, 46 Sekunden                                     0
nasratullah_zadran   1 Tage, 10 Stunden, 45 Minuten, 53 Sekunden                                     0
natalia_jedrinovic   1 Tage, 10 Stunden, 45 Minuten, 2 Sekunden                                      0
natalie_bruschi      1 Tage, 10 Stunden, 46 Minuten, 37 Sekunden                                     0
natalie_deutsch      1 Tage, 10 Stunden, 47 Minuten, 43 Sekunden                                     0
natascha_konrad      1 Tage, 10 Stunden, 46 Minuten, 50 Sekunden                                     0
nathan_loerner       1 Tage, 10 Stunden, 45 Minuten, 41 Sekunden                                     0
navin_vivekananthan  1 Tage, 10 Stunden, 46 Minuten, 48 Sekunden                                     0
neal_stoll           1 Tage, 10 Stunden, 48 Minuten, 0 Sekunden                                      0
nehemiah_lankanesan  1 Tage, 10 Stunden, 47 Minuten, 21 Sekunden                                     0
neiljan_juettner     1 Tage, 10 Stunden, 47 Minuten, 25 Sekunden                                     0
nema_hassen          1 Tage, 10 Stunden, 47 Minuten, 29 Sekunden                                     0
nemanja_mirkovic     1 Tage, 10 Stunden, 45 Minuten, 6 Sekunden                                      0
nemanja_vasiljevic   1 Tage, 10 Stunden, 45 Minuten, 9 Sekunden                                      0
nick_gutmann         1 Tage, 10 Stunden, 47 Minuten, 32 Sekunden                                     0
nick_steiner         1 Tage, 10 Stunden, 46 Minuten, 55 Sekunden                                     0
nicknoah_rindlisbach 1 Tage, 10 Stunden, 36 Minuten, 59 Sekunden                                     0
nico_brunner         1 Tage, 10 Stunden, 44 Minuten, 55 Sekunden                                     0
nico_dantoni         1 Tage, 10 Stunden, 47 Minuten, 44 Sekunden                                     0
nico_geiser          1 Tage, 10 Stunden, 45 Minuten, 1 Sekunden                                      0
nico_herrmann        1 Tage, 10 Stunden, 47 Minuten, 29 Sekunden                                     0
nico_mazzolini       1 Tage, 10 Stunden, 46 Minuten, 32 Sekunden                                     0
nico_salini          1 Tage, 10 Stunden, 47 Minuten, 3 Sekunden                                      0
nico_schoenbaechler  1 Tage, 10 Stunden, 47 Minuten, 0 Sekunden                                      0
nico_spycher         1 Tage, 10 Stunden, 45 Minuten, 26 Sekunden                                     0
nicola_artho         1 Tage, 10 Stunden, 45 Minuten, 4 Sekunden                                      0
nicola_culik         1 Tage, 10 Stunden, 47 Minuten, 47 Sekunden                                     0
nicola_frey          1 Tage, 10 Stunden, 48 Minuten, 16 Sekunden                                     0
nicola_joehr         1 Tage, 10 Stunden, 47 Minuten, 26 Sekunden                                     0
nicola_lobsiger      1 Tage, 10 Stunden, 44 Minuten, 58 Sekunden                                     0
nicola_schindelholz  1 Tage, 10 Stunden, 45 Minuten, 50 Sekunden                                     0
nicola_temporal      1 Tage, 10 Stunden, 48 Minuten, 15 Sekunden                                     0
nicolas_bettschen    1 Tage, 10 Stunden, 48 Minuten, 12 Sekunden                                     0
nicolas_giroud       1 Tage, 10 Stunden, 47 Minuten, 34 Sekunden                                     0
nicolas_hanselmann   1 Tage, 10 Stunden, 48 Minuten, 3 Sekunden                                      0
nicolassven_mueller  1 Tage, 10 Stunden, 45 Minuten, 44 Sekunden                                     0
nicolasyves_haefeli  1 Tage, 10 Stunden, 47 Minuten, 31 Sekunden                                     0
nicole_balbontin     1 Tage, 10 Stunden, 45 Minuten, 52 Sekunden                                     0
nicole_wegmueller    1 Tage, 10 Stunden, 46 Minuten, 45 Sekunden                                     0
nicole_zangger       1 Tage, 10 Stunden, 45 Minuten, 47 Sekunden                                     0
niels_strebel        1 Tage, 10 Stunden, 46 Minuten, 54 Sekunden                                     0
nikita_wolf          1 Tage, 10 Stunden, 45 Minuten, 28 Sekunden                                     0
niklas_urosevic      1 Tage, 10 Stunden, 46 Minuten, 50 Sekunden                                     0
niklas_winistoerfer  1 Tage, 10 Stunden, 45 Minuten, 40 Sekunden                                     0
nikola_petkovic      1 Tage, 10 Stunden, 45 Minuten, 36 Sekunden                                     0
nikola_pucarevic     1 Tage, 10 Stunden, 47 Minuten, 8 Sekunden                                      0
nikola_savic         1 Tage, 10 Stunden, 45 Minuten, 55 Sekunden                                     0
nils_biedermann      1 Tage, 10 Stunden, 46 Minuten, 17 Sekunden                                     0
nils_flueckiger      1 Tage, 10 Stunden, 48 Minuten, 11 Sekunden                                     0
nils_herrmann        1 Tage, 10 Stunden, 44 Minuten, 39 Sekunden                                     0
nils_kehl            1 Tage, 10 Stunden, 48 Minuten, 14 Sekunden                                     0
nils_ostheider       1 Tage, 10 Stunden, 47 Minuten, 10 Sekunden                                     0
nils_rindlisbacher   1 Tage, 10 Stunden, 45 Minuten, 14 Sekunden                                     0
nils_schranz         1 Tage, 10 Stunden, 48 Minuten, 5 Sekunden                                      0
nina_probst          1 Tage, 10 Stunden, 47 Minuten, 9 Sekunden                                      0
nina_roethlisberger  1 Tage, 10 Stunden, 46 Minuten, 13 Sekunden                                     0
nina_staehli         1 Tage, 10 Stunden, 46 Minuten, 18 Sekunden                                     0
nina_winistoerfer    1 Tage, 10 Stunden, 46 Minuten, 44 Sekunden                                     0
ninotorsten_suber    1 Tage, 10 Stunden, 46 Minuten, 10 Sekunden                                     0
noa_gasche           1 Tage, 10 Stunden, 47 Minuten, 35 Sekunden                                     0
noah_braendle        1 Tage, 10 Stunden, 46 Minuten, 32 Sekunden                                     0
noah_cerdeira        1 Tage, 10 Stunden, 46 Minuten, 35 Sekunden                                     0
noah_flury2          1 Tage, 10 Stunden, 45 Minuten, 33 Sekunden                                     0
noah_henchoz         1 Tage, 10 Stunden, 46 Minuten, 30 Sekunden                                     0
noah_kaeser          1 Tage, 10 Stunden, 45 Minuten, 34 Sekunden                                     0
noah_leuenberger     1 Tage, 10 Stunden, 46 Minuten, 34 Sekunden                                     0
noah_padula          1 Tage, 10 Stunden, 47 Minuten, 10 Sekunden                                     0
noah_schoch          1 Tage, 10 Stunden, 45 Minuten, 11 Sekunden                                     0
noel_allemann        1 Tage, 10 Stunden, 45 Minuten, 16 Sekunden                                     0
noel_kalbermatter    1 Tage, 10 Stunden, 45 Minuten, 50 Sekunden                                     0
noel_oliveira        1 Tage, 10 Stunden, 47 Minuten, 11 Sekunden                                     0
noel_schmid          1 Tage, 10 Stunden, 46 Minuten, 1 Sekunden                                      0
noemi_bordi          1 Tage, 10 Stunden, 46 Minuten, 14 Sekunden                                     0
noemi_hafner         1 Tage, 10 Stunden, 47 Minuten, 31 Sekunden                                     0
noemi_koller         1 Tage, 10 Stunden, 45 Minuten, 35 Sekunden                                     0
noemi_wuersten       1 Tage, 10 Stunden, 45 Minuten, 29 Sekunden                                     0
noemi_zanin          1 Tage, 10 Stunden, 46 Minuten, 19 Sekunden                                     0
noemilaura_ruef      1 Tage, 10 Stunden, 47 Minuten, 4 Sekunden                                      0
norma_ibarrabarreto  1 Tage, 10 Stunden, 44 Minuten, 46 Sekunden                                     0
nour_wady            1 Tage, 10 Stunden, 46 Minuten, 16 Sekunden                                     0
nourulhuda_jabarin   1 Tage, 10 Stunden, 44 Minuten, 46 Sekunden                                     0
nuredin_bajrami      1 Tage, 10 Stunden, 45 Minuten, 9 Sekunden                                      0
nuri_mohammadi       1 Tage, 10 Stunden, 44 Minuten, 36 Sekunden                                     0
nurullah_haqyar      1 Tage, 10 Stunden, 44 Minuten, 37 Sekunden                                     0
okbit_habtom         1 Tage, 10 Stunden, 45 Minuten, 48 Sekunden                                     0
oliver_meier         1 Tage, 10 Stunden, 45 Minuten, 26 Sekunden                                     0
oliver_pejic         1 Tage, 10 Stunden, 45 Minuten, 49 Sekunden                                     0
oliver_sljivic       1 Tage, 10 Stunden, 46 Minuten, 56 Sekunden                                     0
onur_dueguenyurdu    1 Tage, 10 Stunden, 46 Minuten, 18 Sekunden                                     0
oumar_kaba           1 Tage, 10 Stunden, 45 Minuten, 46 Sekunden                                     0
pascal_borel         1 Tage, 10 Stunden, 47 Minuten, 54 Sekunden                                     0
pascal_gadient       1 Tage, 10 Stunden, 48 Minuten, 9 Sekunden                                      0
pascal_haussener     1 Tage, 10 Stunden, 47 Minuten, 29 Sekunden                                     0
pascal_kradolfer     1 Tage, 10 Stunden, 47 Minuten, 22 Sekunden                                     0
pascal_miklin        1 Tage, 10 Stunden, 47 Minuten, 15 Sekunden                                     0
pascal_schwab        1 Tage, 10 Stunden, 48 Minuten, 15 Sekunden                                     0
patric_jeker         1 Tage, 10 Stunden, 47 Minuten, 26 Sekunden                                     0
patrice_blechschmidt 1 Tage, 10 Stunden, 48 Minuten, 3 Sekunden                                      0
patricia_steffen     1 Tage, 10 Stunden, 45 Minuten, 47 Sekunden                                     0
patrick_dornbierer   1 Tage, 10 Stunden, 46 Minuten, 2 Sekunden                                      0
patrick_geiser       1 Tage, 10 Stunden, 47 Minuten, 35 Sekunden                                     0
patrick_luethi       1 Tage, 10 Stunden, 47 Minuten, 17 Sekunden                                     0
patrick_rubligonzale 1 Tage, 10 Stunden, 36 Minuten, 56 Sekunden                                     0
patrick_scholl       1 Tage, 10 Stunden, 47 Minuten, 0 Sekunden                                      0
patrick_vonarx       1 Tage, 10 Stunden, 46 Minuten, 47 Sekunden                                     0
patrickwendel_dejesu 1 Tage, 10 Stunden, 36 Minuten, 55 Sekunden                                     0
patrik_kaqinari      1 Tage, 10 Stunden, 46 Minuten, 15 Sekunden                                     0
patrik_matosevic     1 Tage, 10 Stunden, 45 Minuten, 27 Sekunden                                     0
patrikanton_gaberell 1 Tage, 10 Stunden, 47 Minuten, 36 Sekunden                                     0
patris_kocher        1 Tage, 10 Stunden, 47 Minuten, 23 Sekunden                                     0
paulmwangi_wangui    1 Tage, 10 Stunden, 44 Minuten, 41 Sekunden                                     0
pejo_gavran          1 Tage, 10 Stunden, 44 Minuten, 49 Sekunden                                     0
petar_sudic          1 Tage, 10 Stunden, 46 Minuten, 18 Sekunden                                     0
philip_kock          1 Tage, 10 Stunden, 45 Minuten, 43 Sekunden                                     0
philiphans_mueller   1 Tage, 10 Stunden, 47 Minuten, 14 Sekunden                                     0
philipp_vondaeniken  1 Tage, 10 Stunden, 48 Minuten, 2 Sekunden                                      0
philipp_wyss         1 Tage, 10 Stunden, 46 Minuten, 42 Sekunden                                     0
phiraphat_khamchu    1 Tage, 10 Stunden, 45 Minuten, 3 Sekunden                                      0
pietro_cascio        1 Tage, 10 Stunden, 46 Minuten, 27 Sekunden                                     0
pirathap_paramanatha 1 Tage, 10 Stunden, 37 Minuten, 2 Sekunden                                      0
pratheepan_poopalan  1 Tage, 10 Stunden, 45 Minuten, 51 Sekunden                                     0
pren_dedaj           1 Tage, 10 Stunden, 47 Minuten, 44 Sekunden                                     0
priyanka_krishnaraja 1 Tage, 10 Stunden, 36 Minuten, 58 Sekunden                                     0
qendrim_elezi        1 Tage, 10 Stunden, 47 Minuten, 41 Sekunden                                     0
rachele_anchora      1 Tage, 10 Stunden, 44 Minuten, 38 Sekunden                                     0
raffaele_burgo       1 Tage, 10 Stunden, 45 Minuten, 14 Sekunden                                     0
rahat_haeusler       1 Tage, 10 Stunden, 45 Minuten, 13 Sekunden                                     0
rahel_aeschbach      1 Tage, 10 Stunden, 48 Minuten, 4 Sekunden                                      0
rahel_arnold         1 Tage, 10 Stunden, 45 Minuten, 15 Sekunden                                     0
rahel_buehler        1 Tage, 10 Stunden, 47 Minuten, 52 Sekunden                                     0
rahel_kissling       1 Tage, 10 Stunden, 46 Minuten, 15 Sekunden                                     0
rahel_ledergerber    1 Tage, 10 Stunden, 48 Minuten, 1 Sekunden                                      0
rahmat_ahmadi2       1 Tage, 10 Stunden, 44 Minuten, 45 Sekunden                                     0
rahwa_debas          1 Tage, 10 Stunden, 44 Minuten, 57 Sekunden                                     0
raif_bisevac         1 Tage, 10 Stunden, 47 Minuten, 54 Sekunden                                     0
rainer_siebrandt     1 Tage, 10 Stunden, 46 Minuten, 57 Sekunden                                     0
ramin_jafari         1 Tage, 10 Stunden, 45 Minuten, 14 Sekunden                                     0
ramon_baer           1 Tage, 10 Stunden, 47 Minuten, 56 Sekunden                                     0
ramon_bieri          1 Tage, 10 Stunden, 47 Minuten, 55 Sekunden                                     0
ramon_brand          1 Tage, 10 Stunden, 47 Minuten, 53 Sekunden                                     0
ramon_gust           1 Tage, 10 Stunden, 46 Minuten, 38 Sekunden                                     0
ramon_moser          1 Tage, 10 Stunden, 46 Minuten, 38 Sekunden                                     0
ramona_bader         1 Tage, 10 Stunden, 48 Minuten, 13 Sekunden                                     0
ramona_fedeli        1 Tage, 10 Stunden, 46 Minuten, 21 Sekunden                                     0
ramona_lobnig        1 Tage, 10 Stunden, 47 Minuten, 19 Sekunden                                     0
rana_ali             1 Tage, 10 Stunden, 47 Minuten, 58 Sekunden                                     0
raphael_allemann     1 Tage, 10 Stunden, 48 Minuten, 13 Sekunden                                     0
raphael_ammann       1 Tage, 10 Stunden, 47 Minuten, 58 Sekunden                                     0
raphael_mollet       1 Tage, 10 Stunden, 45 Minuten, 16 Sekunden                                     0
raphael_neff         1 Tage, 10 Stunden, 44 Minuten, 58 Sekunden                                     0
raphael_plepel       1 Tage, 10 Stunden, 48 Minuten, 6 Sekunden                                      0
raphael_schenk       1 Tage, 10 Stunden, 47 Minuten, 2 Sekunden                                      0
raphael_schwaller    1 Tage, 10 Stunden, 45 Minuten, 5 Sekunden                                      0
raphaelandrea_gamba  1 Tage, 10 Stunden, 46 Minuten, 5 Sekunden                                      0
raphaelfabian_hofer  1 Tage, 10 Stunden, 48 Minuten, 14 Sekunden                                     0
rasslanjonas_ulayyan 1 Tage, 10 Stunden, 45 Minuten, 53 Sekunden                                     0
ratko_andjelkovic    1 Tage, 10 Stunden, 46 Minuten, 36 Sekunden                                     0
ratsawadee_krasae    1 Tage, 10 Stunden, 45 Minuten, 37 Sekunden                                     0
rebecca_emmenegger   1 Tage, 10 Stunden, 47 Minuten, 41 Sekunden                                     0
rebekka_balmer       1 Tage, 10 Stunden, 45 Minuten, 50 Sekunden                                     0
rehan_agarwal        1 Tage, 10 Stunden, 46 Minuten, 23 Sekunden                                     0
remo_misteli         1 Tage, 10 Stunden, 48 Minuten, 14 Sekunden                                     0
remo_schenk          1 Tage, 10 Stunden, 46 Minuten, 23 Sekunden                                     0
remo_vonfelten       1 Tage, 10 Stunden, 45 Minuten, 38 Sekunden                                     0
reto_vonballmoos     1 Tage, 10 Stunden, 46 Minuten, 47 Sekunden                                     0
rilind_arifi         1 Tage, 10 Stunden, 45 Minuten, 28 Sekunden                                     0
robel_brhane         1 Tage, 10 Stunden, 46 Minuten, 26 Sekunden                                     0
robel_tesfay         1 Tage, 10 Stunden, 45 Minuten, 20 Sekunden                                     0
robin_aeschlimann    1 Tage, 10 Stunden, 47 Minuten, 58 Sekunden                                     0
robin_haefeli        1 Tage, 10 Stunden, 47 Minuten, 31 Sekunden                                     0
robin_lorenz         1 Tage, 10 Stunden, 48 Minuten, 1 Sekunden                                      0
robin_marti          1 Tage, 10 Stunden, 47 Minuten, 16 Sekunden                                     0
robin_moser          1 Tage, 10 Stunden, 47 Minuten, 14 Sekunden                                     0
robin_schaerer       1 Tage, 10 Stunden, 47 Minuten, 3 Sekunden                                      0
robin_schwaller      1 Tage, 10 Stunden, 46 Minuten, 59 Sekunden                                     0
robin_steiner        1 Tage, 10 Stunden, 48 Minuten, 5 Sekunden                                      0
rohat_er             1 Tage, 10 Stunden, 45 Minuten, 13 Sekunden                                     0
roman_grogg          1 Tage, 10 Stunden, 45 Minuten, 42 Sekunden                                     0
roman_lysser         1 Tage, 10 Stunden, 46 Minuten, 17 Sekunden                                     0
roman_stampfli       1 Tage, 10 Stunden, 46 Minuten, 34 Sekunden                                     0
roman_straumann      1 Tage, 10 Stunden, 46 Minuten, 54 Sekunden                                     0
roman_vescovi        1 Tage, 10 Stunden, 45 Minuten, 12 Sekunden                                     0
romina_adamo         1 Tage, 10 Stunden, 47 Minuten, 59 Sekunden                                     0
romina_ruffinatto    1 Tage, 10 Stunden, 45 Minuten, 37 Sekunden                                     0
romy_stampfli        1 Tage, 10 Stunden, 46 Minuten, 19 Sekunden                                     0
ronaldivan_vogel     1 Tage, 10 Stunden, 45 Minuten, 36 Sekunden                                     0
ronny_schneeberger   1 Tage, 10 Stunden, 47 Minuten, 1 Sekunden                                      0
ruben_jordi          1 Tage, 10 Stunden, 47 Minuten, 26 Sekunden                                     0
rubenfilipe_bragagra 1 Tage, 10 Stunden, 36 Minuten, 58 Sekunden                                     0
ruemeysa_polat       1 Tage, 10 Stunden, 45 Minuten, 42 Sekunden                                     0
ruhollah_jafari      1 Tage, 10 Stunden, 44 Minuten, 44 Sekunden                                     0
rute_ramos           1 Tage, 10 Stunden, 46 Minuten, 23 Sekunden                                     0
sabhitha_jeyakumar   1 Tage, 10 Stunden, 45 Minuten, 10 Sekunden                                     0
sabine_jermann       1 Tage, 10 Stunden, 45 Minuten, 46 Sekunden                                     0
sabrina_rueegg       1 Tage, 10 Stunden, 46 Minuten, 4 Sekunden                                      0
sabrina_wyss         1 Tage, 10 Stunden, 46 Minuten, 42 Sekunden                                     0
sabrinanadja_neukomm 1 Tage, 10 Stunden, 47 Minuten, 12 Sekunden                                     0
safaa_jabarin        1 Tage, 10 Stunden, 45 Minuten, 40 Sekunden                                     0
sakhi_rahmani        1 Tage, 10 Stunden, 45 Minuten, 48 Sekunden                                     0
salih_berisha        1 Tage, 10 Stunden, 45 Minuten, 2 Sekunden                                      0
salman_soezuegen     1 Tage, 10 Stunden, 45 Minuten, 15 Sekunden                                     0
salome_peter         1 Tage, 10 Stunden, 47 Minuten, 9 Sekunden                                      0
samiel_afewerki      1 Tage, 10 Stunden, 45 Minuten, 21 Sekunden                                     0
samiel_kibreab       1 Tage, 10 Stunden, 44 Minuten, 47 Sekunden                                     0
samir_berger         1 Tage, 10 Stunden, 47 Minuten, 55 Sekunden                                     0
samira_oschounig     1 Tage, 10 Stunden, 47 Minuten, 10 Sekunden                                     0
samira_weber         1 Tage, 10 Stunden, 46 Minuten, 4 Sekunden                                      0
sammy_baumann        1 Tage, 10 Stunden, 47 Minuten, 56 Sekunden                                     0
samuel_fisehaye      1 Tage, 10 Stunden, 44 Minuten, 45 Sekunden                                     0
samuel_haller        1 Tage, 10 Stunden, 47 Minuten, 30 Sekunden                                     0
samuel_joeri         1 Tage, 10 Stunden, 47 Minuten, 26 Sekunden                                     0
samuel_kolly         1 Tage, 10 Stunden, 47 Minuten, 22 Sekunden                                     0
samuel_linder        1 Tage, 10 Stunden, 46 Minuten, 33 Sekunden                                     0
samuel_semere        1 Tage, 10 Stunden, 44 Minuten, 42 Sekunden                                     0
samuel_signer        1 Tage, 10 Stunden, 46 Minuten, 37 Sekunden                                     0
samuel_wiedemann     1 Tage, 10 Stunden, 45 Minuten, 1 Sekunden                                      0
sandra_martinez      1 Tage, 10 Stunden, 47 Minuten, 16 Sekunden                                     0
sandrine_zimmermann  1 Tage, 10 Stunden, 44 Minuten, 39 Sekunden                                     0
sandro_dipietro      1 Tage, 10 Stunden, 46 Minuten, 21 Sekunden                                     0
sandro_felber        1 Tage, 10 Stunden, 45 Minuten, 54 Sekunden                                     0
sandro_graber        1 Tage, 10 Stunden, 47 Minuten, 33 Sekunden                                     0
sandro_koelliker     1 Tage, 10 Stunden, 46 Minuten, 38 Sekunden                                     0
sandro_lomba         1 Tage, 10 Stunden, 46 Minuten, 33 Sekunden                                     0
sandro_oberli        1 Tage, 10 Stunden, 47 Minuten, 11 Sekunden                                     0
sangavi_shanmuganath 1 Tage, 10 Stunden, 37 Minuten, 6 Sekunden                                      0
sanja_flury          1 Tage, 10 Stunden, 47 Minuten, 38 Sekunden                                     0
sansujan_satharsan   1 Tage, 10 Stunden, 44 Minuten, 38 Sekunden                                     0
sara_carulli         1 Tage, 10 Stunden, 46 Minuten, 16 Sekunden                                     0
sara_jakupovic       1 Tage, 10 Stunden, 45 Minuten, 42 Sekunden                                     0
sara_schmeisser      1 Tage, 10 Stunden, 45 Minuten, 24 Sekunden                                     0
sarah_gasser         1 Tage, 10 Stunden, 48 Minuten, 1 Sekunden                                      0
sarah_schluep        1 Tage, 10 Stunden, 47 Minuten, 2 Sekunden                                      0
sarah_schroeter      1 Tage, 10 Stunden, 48 Minuten, 16 Sekunden                                     0
sarah_vonallmen      1 Tage, 10 Stunden, 46 Minuten, 47 Sekunden                                     0
sascha_ritter        1 Tage, 10 Stunden, 45 Minuten, 45 Sekunden                                     0
sascha_rohner        1 Tage, 10 Stunden, 47 Minuten, 5 Sekunden                                      0
sascha_studer2       1 Tage, 10 Stunden, 45 Minuten, 6 Sekunden                                      0
saseetharan_navaratn 1 Tage, 10 Stunden, 37 Minuten, 3 Sekunden                                      0
saskia_schenker      1 Tage, 10 Stunden, 44 Minuten, 52 Sekunden                                     0
saskia_stebler       1 Tage, 10 Stunden, 45 Minuten, 17 Sekunden                                     0
sciamyra_molino      1 Tage, 10 Stunden, 45 Minuten, 46 Sekunden                                     0
seanpatrice_kessi    1 Tage, 10 Stunden, 45 Minuten, 32 Sekunden                                     0
sebastian_arnold     1 Tage, 10 Stunden, 45 Minuten, 1 Sekunden                                      0
sebastian_fahrni     1 Tage, 10 Stunden, 47 Minuten, 40 Sekunden                                     0
sebastian_lehmann    1 Tage, 10 Stunden, 45 Minuten, 30 Sekunden                                     0
sebastian_staempfli  1 Tage, 10 Stunden, 44 Minuten, 56 Sekunden                                     0
sebastian_tirez      1 Tage, 10 Stunden, 45 Minuten, 47 Sekunden                                     0
selam_anday          1 Tage, 10 Stunden, 44 Minuten, 47 Sekunden                                     0
selam_eyasu          1 Tage, 10 Stunden, 47 Minuten, 40 Sekunden                                     0
selen_meric          1 Tage, 10 Stunden, 46 Minuten, 12 Sekunden                                     0
selim_oenal          1 Tage, 10 Stunden, 46 Minuten, 28 Sekunden                                     0
selina_aloisi        1 Tage, 10 Stunden, 45 Minuten, 28 Sekunden                                     0
selina_anton         1 Tage, 10 Stunden, 46 Minuten, 22 Sekunden                                     0
selina_blatter       1 Tage, 10 Stunden, 47 Minuten, 54 Sekunden                                     0
selina_studer3       1 Tage, 10 Stunden, 45 Minuten, 28 Sekunden                                     0
seline_grossenbacher 1 Tage, 10 Stunden, 45 Minuten, 19 Sekunden                                     0
seline_howald        1 Tage, 10 Stunden, 45 Minuten, 17 Sekunden                                     0
selman_isovic        1 Tage, 10 Stunden, 47 Minuten, 27 Sekunden                                     0
semhar_tesfaslassie  1 Tage, 10 Stunden, 45 Minuten, 38 Sekunden                                     0
semira_andebrhan     1 Tage, 10 Stunden, 45 Minuten, 48 Sekunden                                     0
semira_meharena      1 Tage, 10 Stunden, 44 Minuten, 44 Sekunden                                     0
serhat_yigit         1 Tage, 10 Stunden, 46 Minuten, 12 Sekunden                                     0
severintimon_sigrist 1 Tage, 10 Stunden, 45 Minuten, 57 Sekunden                                     0
severyus_demirkaya   1 Tage, 10 Stunden, 46 Minuten, 1 Sekunden                                      0
seyma_akbulut        1 Tage, 10 Stunden, 44 Minuten, 56 Sekunden                                     0
shah_mamand          1 Tage, 10 Stunden, 44 Minuten, 55 Sekunden                                     0
sham_solomon         1 Tage, 10 Stunden, 45 Minuten, 38 Sekunden                                     0
shams_shirzad        1 Tage, 10 Stunden, 44 Minuten, 43 Sekunden                                     0
sharon_wirz          1 Tage, 10 Stunden, 46 Minuten, 44 Sekunden                                     0
shaya_knuchel        1 Tage, 10 Stunden, 47 Minuten, 23 Sekunden                                     0
shayannavaid_shah    1 Tage, 10 Stunden, 46 Minuten, 1 Sekunden                                      0
shekib_heydari       1 Tage, 10 Stunden, 45 Minuten, 47 Sekunden                                     0
shendrit_aliu        1 Tage, 10 Stunden, 47 Minuten, 58 Sekunden                                     0
shkelqim_lushaj      1 Tage, 10 Stunden, 47 Minuten, 17 Sekunden                                     0
shkelqim_qeli        1 Tage, 10 Stunden, 46 Minuten, 26 Sekunden                                     0
shukri_prushi        1 Tage, 10 Stunden, 47 Minuten, 8 Sekunden                                      0
silas_staufer        1 Tage, 10 Stunden, 45 Minuten, 30 Sekunden                                     0
silas_vonarx         1 Tage, 10 Stunden, 46 Minuten, 47 Sekunden                                     0
silas_zbinden        1 Tage, 10 Stunden, 46 Minuten, 24 Sekunden                                     0
siljaanna_burkolter  1 Tage, 10 Stunden, 45 Minuten, 32 Sekunden                                     0
silvan_wick          1 Tage, 10 Stunden, 46 Minuten, 44 Sekunden                                     0
silvia_bavetta       1 Tage, 10 Stunden, 47 Minuten, 56 Sekunden                                     0
simea_lingner        1 Tage, 10 Stunden, 47 Minuten, 20 Sekunden                                     0
simon_antener        1 Tage, 10 Stunden, 46 Minuten, 40 Sekunden                                     0
simon_berni          1 Tage, 10 Stunden, 45 Minuten, 23 Sekunden                                     0
simon_gantenbein     1 Tage, 10 Stunden, 47 Minuten, 35 Sekunden                                     0
simon_grimbichler    1 Tage, 10 Stunden, 47 Minuten, 32 Sekunden                                     0
